episode,solar_reward,wind_reward,total_reward,solar_q_mean,wind_q_mean,battery_soc_mean,grid_purchased_kwh,solar_honest,solar_hide,solar_deception,wind_honest,wind_hide,wind_deception
1270,-25645.13449268845,-25645.13449268845,-51290.2689853769,1.1799454065815211,-3.8929077055678,0.05526087835296471,162245.00795662054,4213,3089,1457,3321,3798,1640
1271,-29154.22032114975,-29154.22032114975,-58308.4406422995,-0.046601006413098695,-4.556948130430689,0.0550918654128708,162279.75353490008,3964,3447,1348,3576,3416,1767
1272,-27676.86987587018,-27676.86987587018,-55353.73975174036,0.7240150642347627,-4.289526678028562,0.05498375776997742,162382.43041268637,3776,3690,1293,3884,2667,2208
1273,-28723.9171632919,-28723.9171632919,-57447.8343265838,2.539741537079598,-3.5844080971335748,0.05518799299391167,161395.22872887953,3663,3657,1439,3437,3806,1516
1274,-24649.263307745638,-24649.263307745638,-49298.526615491275,1.504413192597862,-4.314500882011022,0.055083821065320664,161468.55016486166,3211,4027,1521,3944,2964,1851
1275,-32205.211514552546,-32205.211514552546,-64410.42302910509,1.1350293649602148,-4.699169508465311,0.05499945039393257,161508.19031213716,4262,3282,1215,3523,3321,1915
1276,-22924.04721813037,-22924.04721813037,-45848.09443626074,1.733776206516724,-3.97538159220485,0.055036003469745874,162746.8504412787,4157,3422,1180,3584,3319,1856
1277,-23557.610301730692,-23557.610301730692,-47115.220603461385,1.2336141354909709,-3.579389059727928,0.05510760574682811,162184.07359782633,3933,3607,1219,3707,3275,1777
1278,-28979.473099438754,-28979.473099438754,-57958.94619887751,1.4797639299419059,-4.864007606380592,0.05501821325615607,162491.02294795713,3510,4053,1196,3302,3634,1823
1279,-23032.155560350908,-23032.155560350908,-46064.311120701816,1.6931135842368168,-3.139194183665842,0.05509358341109332,161593.59086871368,3949,3450,1360,3937,2923,1899
1280,-25581.673259831347,-25581.673259831347,-51163.34651966269,1.4498061081812128,-3.761077251070317,0.05519580214673958,161137.04789728113,3445,4046,1268,4085,3186,1488
1281,-25666.16905461197,-25666.16905461197,-51332.33810922394,0.6035653133042601,-3.8615322405414827,0.0550906884265315,162066.65364668585,3762,3695,1302,3685,3116,1958
1282,-25668.35507014555,-25668.35507014555,-51336.7101402911,0.9551224131497641,-4.630648389781964,0.05495637675892673,161575.37356788086,3560,3845,1354,3492,3463,1804
1283,-26936.88302333801,-26936.88302333801,-53873.76604667602,1.595933939792938,-3.193970034117006,0.05501914720455968,161760.19036432746,3507,3734,1518,3746,3370,1643
1284,-31911.961543640402,-31911.961543640402,-63823.923087280804,0.6842016614414954,-5.100910707432601,0.05517123184278031,162646.4430840102,3990,3335,1434,3634,3093,2032
1285,-30422.71516419266,-30422.71516419266,-60845.43032838532,0.3677993027523446,-5.080499827535563,0.055039364959231125,162863.17928603367,4324,3237,1198,3635,3077,2047
1286,-16837.847223241894,-16837.847223241894,-33675.69444648379,0.2524718467909349,-4.212964023678297,0.05481739742512358,161542.31084178292,3870,3628,1261,3940,2913,1906
1287,-27969.411277071013,-27969.411277071013,-55938.822554142025,1.5986307844293937,-4.657138970693286,0.055165296663795896,160400.82065502444,4047,3442,1270,4306,2932,1521
1288,-19924.58864598938,-19924.58864598938,-39849.17729197876,1.34540017184963,-4.076958294673251,0.05509884565173873,161318.39834299835,4180,3391,1188,3864,3074,1821
1289,-29794.081814215333,-29794.081814215333,-59588.163628430666,0.7464668038030593,-5.0671488986396875,0.0549376231385138,161215.749744426,4465,3000,1294,4083,2997,1679
1290,-27623.646917140035,-27623.646917140035,-55247.29383428007,0.09052264695312538,-5.253713866496675,0.054887831593781335,161822.6276523936,4299,3224,1236,3454,3235,2070
1291,-28238.031943328468,-28238.031943328468,-56476.063886656935,-0.6554956471570667,-6.764827940514792,0.05486910028042061,162472.74883895574,3413,4117,1229,3510,2938,2311
1292,-28389.863755502138,-28389.863755502138,-56779.727511004276,0.6578119606522301,-5.539499335508647,0.05481479991251839,161729.66113509395,3646,3692,1421,3963,2851,1945
1293,-27925.12651066266,-27925.12651066266,-55850.25302132532,-1.0966942541781668,-5.97703767036253,0.0549733109326174,163111.7491825647,4180,3398,1181,3081,3560,2118
1294,-28892.886793929618,-28892.886793929618,-57785.773587859236,-0.07331120241996848,-5.028774218090643,0.05500853264632842,161543.93520254036,4339,3145,1275,3921,2898,1940
1295,-26615.85048651158,-26615.85048651158,-53231.70097302316,0.8283741825448708,-3.3050252316328925,0.054964088647429625,161745.4142532559,3656,3807,1296,3841,2943,1975
1296,-26278.196331862946,-26278.196331862946,-52556.39266372589,0.8010404605776701,-3.888497594694163,0.05514218870028934,161890.30833273887,4476,2909,1374,3238,3844,1677
1297,-26566.167807439644,-26566.167807439644,-53132.33561487929,1.1686331590246037,-3.5073463571129118,0.0547766571082427,161261.4410445536,3655,3574,1530,4268,2546,1945
1298,-26300.332468794422,-26300.332468794422,-52600.664937588845,0.5877402333920485,-4.89985116173894,0.05493989006262179,160990.67642075868,3934,3543,1282,3718,2953,2088
1299,-25131.891063306743,-25131.891063306743,-50263.782126613485,1.5168202257415118,-3.8495790339376907,0.05511186718528513,162475.86526522835,3086,4419,1254,4014,3100,1645
1300,-23524.732358187037,-23524.732358187037,-47049.464716374074,1.3470120877298868,-2.216893139004848,0.05494533256478659,162808.78583221656,4151,3163,1445,3568,3173,2018
1301,-26079.23550631206,-26079.23550631206,-52158.47101262412,1.2617773070705969,-4.544604831043756,0.05486630274616091,161501.47505033802,4589,2936,1234,4423,2647,1689
1302,-24779.19796963089,-24779.19796963089,-49558.39593926178,1.1484134720104173,-4.429392816327207,0.05490085048238976,161511.12053454338,3776,3591,1392,4095,2761,1903
1303,-27645.040144635896,-27645.040144635896,-55290.08028927179,1.3626723388618862,-3.702189866006215,0.05509908769351282,163088.4110458369,3938,3593,1228,3487,3129,2143
1304,-19974.38118774049,-19974.38118774049,-39948.76237548098,1.5598989920935953,-2.623569544065719,0.05495534639091948,162238.18026002648,3342,3946,1471,3482,3581,1696
1305,-23863.75773007039,-23863.75773007039,-47727.51546014078,0.9290378926456637,-4.083805938620844,0.05548102412708768,163930.6489647045,2932,4554,1273,2861,3899,1999
1306,-23487.106700131164,-23487.106700131164,-46974.21340026233,0.2135025646123585,-4.543232981493028,0.05498372967379299,162065.32661270062,3587,3680,1492,3286,3687,1786
1307,-30337.226493141472,-30337.226493141472,-60674.452986282944,-0.29379959202564443,-5.905276474068482,0.05509594835979625,161327.82718940754,3354,4118,1287,4205,2762,1792
1308,-30898.48365979454,-30898.48365979454,-61796.96731958908,0.49740788684400034,-4.742086202833312,0.055123357369522875,162455.93906632674,3088,4386,1285,3402,3362,1995
1309,-19607.72022362149,-19607.72022362149,-39215.44044724298,1.1160963643757753,-3.278328451951947,0.05496085452045675,161554.87880998585,3475,3849,1435,4038,2920,1801
1310,-23900.710715481007,-23900.710715481007,-47801.421430962015,1.3621180156071044,-2.9104933671867785,0.05496692415945042,160267.41391081782,3937,3435,1387,4457,2813,1489
1311,-23716.861848962388,-23716.861848962388,-47433.723697924775,0.773900722069026,-4.2293842490272775,0.054903881581868805,162089.61768063993,4731,2819,1209,3745,3009,2005
1312,-21608.876666575925,-21608.876666575925,-43217.75333315185,0.4253194318637058,-4.3083623474729915,0.05525738172396647,162812.29521386538,4277,3320,1162,3441,3425,1893
1313,-25355.062784540947,-25355.062784540947,-50710.125569081894,0.8798840171905933,-3.570102013056088,0.05503229729475681,162713.6859396688,4342,3093,1324,3659,3350,1750
1314,-30503.562785564896,-30503.562785564896,-61007.12557112979,0.5735318709344984,-4.686023194271991,0.05500546380697135,162892.44033704262,2984,4160,1615,3704,3111,1944
1315,-29295.36646904025,-29295.36646904025,-58590.7329380805,1.375385605795998,-4.212149524577041,0.055011578528902504,162919.554050232,3082,4249,1428,3502,3319,1938
1316,-23984.408458050762,-23984.408458050762,-47968.816916101525,1.0911090754234578,-3.524578003197065,0.0549569998759365,161544.45376832958,4061,3195,1503,3684,3190,1885
1317,-27526.885207959906,-27526.885207959906,-55053.77041591981,0.1865836993134423,-5.1087490711537935,0.0550086514868994,162478.6134652817,4652,2956,1151,3399,3136,2224
1318,-26114.066453527954,-26114.066453527954,-52228.13290705591,0.500197731497455,-4.732154674298487,0.054962153979963436,162050.04733924766,3474,4166,1119,3941,2986,1832
1319,-26720.060011297803,-26720.060011297803,-53440.120022595605,0.8618088047249697,-5.267595099846098,0.05495317628425495,161670.7828931533,4039,3515,1205,3486,3368,1905
1320,-25891.480960451907,-25891.480960451907,-51782.961920903814,0.29661578918879145,-4.672927417870241,0.05477921364479369,161201.63883850037,4337,2933,1489,4033,2891,1835
1321,-25409.715711375065,-25409.715711375065,-50819.43142275013,1.2986212690289713,-4.849780189018579,0.054906881749082016,161132.31021083554,4464,2970,1325,4126,2794,1839
1322,-21531.344797159993,-21531.344797159993,-43062.689594319985,0.49369694592357416,-5.072148978694327,0.055106463545014896,162773.21492148406,3504,3846,1409,3402,3282,2075
1323,-24533.187065801045,-24533.187065801045,-49066.37413160209,1.3369518563998086,-4.088302515547579,0.055089125295548255,162019.53003324612,4067,3195,1497,3757,3259,1743
1324,-21811.81377614293,-21811.81377614293,-43623.62755228586,1.420249245422358,-2.5682226594056328,0.05497048847392565,161579.4976086482,3057,4547,1155,3593,3227,1939
1325,-23181.761495566087,-23181.761495566087,-46363.52299113217,0.9754530895300338,-3.939195412646555,0.05490878970103262,161276.3502544064,3693,3617,1449,4059,2829,1871
1326,-26541.703038299813,-26541.703038299813,-53083.406076599626,1.4182238540649867,-4.367055633581821,0.05487253115873561,162018.7903569859,3151,4280,1328,3767,3358,1634
1327,-30589.44121189491,-30589.44121189491,-61178.88242378982,0.5336911573025702,-5.175904975412267,0.05492104033139916,162430.56722265866,3934,3439,1386,3784,2739,2236
1328,-27021.048809782464,-27021.048809782464,-54042.09761956493,0.6331686635112467,-4.526916610461016,0.05499798754342938,162200.86732790835,3958,3529,1272,3384,3519,1856
1329,-22623.112041370136,-22623.112041370136,-45246.22408274027,1.001904687701395,-4.365787121785376,0.055137226033151354,161846.51084356874,3503,3848,1408,3877,3085,1797
1330,-19959.187381835956,-19959.187381835956,-39918.37476367191,1.266320144342714,-3.51772284317402,0.055290299425228284,162542.77113358013,4295,3274,1190,3849,3220,1690
1331,-31001.181988791923,-31001.181988791923,-62002.363977583846,0.7057971756124765,-5.520527396369606,0.055344041898426975,162822.5258700043,4459,3062,1238,3417,3283,2059
1332,-24759.94444383414,-24759.94444383414,-49519.88888766828,0.9891988540716212,-4.420121650875144,0.05497404698865381,161857.61089205754,4056,3535,1168,3916,2977,1866
1333,-25740.61300357005,-25740.61300357005,-51481.2260071401,1.3222423066363043,-3.683600570041883,0.05515894262102597,162905.1595844429,3874,3515,1370,3480,3268,2011
1334,-33407.74051740622,-33407.74051740622,-66815.48103481244,-0.19171045744232124,-5.52752682057095,0.0549068706184236,161061.1710299732,3354,4198,1207,4252,2700,1807
1335,-25191.29379507564,-25191.29379507564,-50382.58759015128,0.2839435520381292,-5.413445446565553,0.0552112942879233,162840.5284779094,4182,3304,1273,3086,3558,2115
1336,-29152.167042263754,-29152.167042263754,-58304.33408452751,0.21216884848250958,-5.5884993823619284,0.05490558484754311,163126.30256216277,3212,4228,1319,3460,3332,1967
1337,-25922.987713986586,-25922.987713986586,-51845.97542797317,1.0613797453806155,-4.3454465919901315,0.05508054157492862,160981.44269942,4001,3683,1075,3748,3251,1760
1338,-26738.67933936141,-26738.67933936141,-53477.35867872282,0.9528883431455933,-5.109278846840161,0.054840532132691466,161664.15018960994,3633,3857,1269,3701,2926,2132
1339,-27339.01125111098,-27339.01125111098,-54678.02250222196,1.9771143905646837,-4.586515045464692,0.05484156907724111,161501.03993039325,3691,3801,1267,3493,3440,1826
1340,-29284.836277586128,-29284.836277586128,-58569.672555172256,0.33357002717620576,-5.588950629983739,0.05488969887088327,161734.16629425916,4355,3327,1077,3576,3168,2015
1341,-21328.194617247867,-21328.194617247867,-42656.389234495735,0.4981338902293125,-4.187982301313086,0.05484557135514385,161387.50592980403,4121,3462,1176,3941,3131,1687
1342,-24198.02206789086,-24198.02206789086,-48396.04413578172,1.2520370388148987,-3.6069504747639907,0.05479837702520858,162750.6674075087,3342,4078,1339,3690,2889,2180
1343,-21903.988767112303,-21903.988767112303,-43807.97753422461,2.071395297722134,-3.1926765636546897,0.05486405833682262,161724.17471635778,4243,3089,1427,3459,3688,1612
1344,-21618.5667779004,-21618.5667779004,-43237.1335558008,2.072628818866997,-3.327627160911035,0.05490131575683382,160939.53748611905,3676,3812,1271,4079,3230,1450
1345,-29343.70423736856,-29343.70423736856,-58687.40847473712,1.9225968795474744,-4.27110580669922,0.05491476639203597,162005.86617283276,3639,3688,1432,3242,3542,1975
1346,-25581.5262678648,-25581.5262678648,-51163.0525357296,1.6482796869540872,-3.662806643473761,0.055116422956413724,161090.19523805616,3319,4272,1168,4477,2690,1592
1347,-18502.888502644793,-18502.888502644793,-37005.77700528959,1.6510539381335114,-2.7271361570415875,0.05490035933877398,161168.60185190884,3741,3846,1172,3922,3103,1734
1348,-21678.814051442478,-21678.814051442478,-43357.628102884955,0.0530038982314482,-3.7415282275261452,0.05526877802973341,163771.01520840524,3911,3573,1275,3446,2966,2347
1349,-27375.516314319913,-27375.516314319913,-54751.03262863983,1.403548648815486,-3.900125243904157,0.0549011193689038,161771.9343057197,4268,3147,1344,3896,3142,1721
1350,-31804.365140991096,-31804.365140991096,-63608.73028198219,0.28419576856386586,-5.4261795560752875,0.054941107810966706,162468.7795356563,3105,4404,1250,3791,2975,1993
1351,-24373.423849250503,-24373.423849250503,-48746.847698501006,1.0030918053859936,-4.319300394129878,0.054888289748579684,162025.87802200177,3932,3469,1358,3322,3610,1827
1352,-24500.718394596108,-24500.718394596108,-49001.436789192216,0.6198969862109893,-4.191309756848138,0.05488742901404924,161020.60730875077,3700,3847,1212,3618,3190,1951
1353,-18647.0080486899,-18647.0080486899,-37294.0160973798,1.0326178903571746,-3.2287215424924427,0.05502827186512911,161504.56898395484,4029,3364,1366,3925,2966,1868
1354,-23034.033801547266,-23034.033801547266,-46068.06760309453,0.168075763106488,-4.702539281627114,0.05530202179953431,162878.8186986877,3110,4405,1244,3576,3340,1843
1355,-23980.624387393083,-23980.624387393083,-47961.24877478617,0.7126707064580784,-3.858828137077221,0.055268550619539114,161628.42999436994,4573,2870,1316,3716,3374,1669
1356,-30356.769392578008,-30356.769392578008,-60713.538785156015,0.3603186541101665,-6.083510630299207,0.05512529609468144,162421.2648434758,4606,2765,1388,3474,3185,2100
1357,-29547.414410256606,-29547.414410256606,-59094.82882051321,0.6229532169802322,-4.404342603344873,0.05475817839483839,161688.1712177513,3792,3650,1317,3753,3065,1941
1358,-22279.369156345514,-22279.369156345514,-44558.73831269103,0.8353059168193508,-4.073529959056982,0.05497543747661421,161885.9780384567,3494,4025,1240,3587,3422,1750
1359,-34437.07073503283,-34437.07073503283,-68874.14147006566,0.7259747288722717,-5.76143523767515,0.05484392705889889,162615.70421077168,4128,3436,1195,3607,2878,2274
1360,-21731.00644820819,-21731.00644820819,-43462.01289641638,1.1699778918976078,-4.069334107834488,0.05509608187018732,163530.75658129848,3165,4256,1338,3068,3680,2011
1361,-23592.88824634958,-23592.88824634958,-47185.77649269916,0.4651151304323464,-4.4410870621075595,0.055160074950578314,163000.01378010196,3248,4391,1120,3572,3274,1913
1362,-28191.775273595573,-28191.775273595573,-56383.550547191146,0.37169122486360157,-5.857768138199269,0.05498087193784413,161036.92410797547,4204,3120,1435,3685,3194,1880
1363,-25985.990705761764,-25985.990705761764,-51971.98141152353,0.9505535112424441,-3.9939581666211694,0.05505165950190729,161409.8144227712,4765,2647,1347,3918,3087,1754
1364,-24141.61705459915,-24141.61705459915,-48283.2341091983,1.2028691714380062,-3.6011058116860486,0.05488445199969534,162259.9924307418,3409,4011,1339,3682,3032,2045
1365,-24821.720001574224,-24821.720001574224,-49643.44000314845,1.4330836503591984,-4.104398642900257,0.05495988380382188,161132.00256114668,4019,3549,1191,3627,3403,1729
1366,-20724.222301488167,-20724.222301488167,-41448.444602976335,0.9407706401640972,-4.770495452485012,0.05481013582849286,161267.47648450529,4018,3545,1196,3562,3496,1701
1367,-25361.91291079804,-25361.91291079804,-50723.82582159608,-0.030140537301445346,-4.469505302665484,0.054946846627752025,162403.81760612017,4213,3351,1195,3555,3189,2015
1368,-17982.554535262017,-17982.554535262017,-35965.109070524035,1.2093977995145049,-2.8820800617692686,0.05490992491095686,161368.66733274946,4045,3547,1167,3962,3061,1736
1369,-29053.432246113123,-29053.432246113123,-58106.86449222625,0.6924773214034423,-4.8009193501850165,0.055235979123672334,163099.46667756603,3848,3528,1383,3364,3497,1898
1370,-18048.728059001478,-18048.728059001478,-36097.456118002956,0.30951708924773774,-4.166027294750957,0.055158355796562676,161668.63706102714,3552,4007,1200,3936,3190,1633
1371,-25413.43332915228,-25413.43332915228,-50826.86665830456,-0.024328807286667562,-4.3104536937249565,0.05519898772286316,163628.89928375513,4095,3362,1302,3322,3342,2095
1372,-29713.036542483773,-29713.036542483773,-59426.073084967546,0.3210191260748703,-5.502602259016906,0.055012912108842064,161598.85602250087,3358,4057,1344,3717,3261,1781
1373,-24044.15642636113,-24044.15642636113,-48088.31285272226,0.2664350012987986,-5.01175131088555,0.05507129188731629,161813.9642802208,3176,4340,1243,3534,3289,1936
1374,-23657.85722493148,-23657.85722493148,-47315.71444986296,0.2026010181401736,-4.895986108286089,0.05506085413507816,162627.9495742201,4617,2922,1220,3258,3384,2117
1375,-24938.802615964458,-24938.802615964458,-49877.605231928916,0.30023641171278087,-5.0110165641924125,0.05497125499196632,161915.33403268948,3409,3929,1421,4074,3043,1642
1376,-24284.676983547084,-24284.676983547084,-48569.35396709417,0.16186716166843504,-5.164202780551853,0.055105908183805966,162520.94038811405,3383,4024,1352,3945,2751,2063
1377,-29210.351132910808,-29210.351132910808,-58420.702265821616,0.32465565115135725,-5.477643081241934,0.054953042305691195,162056.35453660868,3467,3921,1371,3530,3146,2083
1378,-27516.54209671143,-27516.54209671143,-55033.08419342286,0.5311905699014794,-5.517346656245465,0.054872147117323154,161691.91507210306,3379,4089,1291,4115,2872,1772
1379,-19638.501356733566,-19638.501356733566,-39277.00271346713,1.64493944414105,-3.479462277079114,0.05505313658832241,161363.0552758627,4079,3598,1082,4026,2871,1862
1380,-19117.169398868216,-19117.169398868216,-38234.33879773643,1.434044272787984,-2.7766923475175327,0.05484110384456546,161271.4127535025,3836,3722,1201,4136,2834,1789
1381,-19367.4153548613,-19367.4153548613,-38734.8307097226,1.809438995092647,-3.287575575233681,0.0548864509674295,161044.90432974361,4233,3242,1284,3823,3305,1631
1382,-29274.091759751365,-29274.091759751365,-58548.18351950273,1.5582784996773684,-4.057261682094132,0.054956692244105695,160942.20948649707,3593,3660,1506,3989,3068,1702
1383,-23698.456845618795,-23698.456845618795,-47396.91369123759,0.85621767217429,-3.1266120361025833,0.05513623951457977,162359.7035445599,4304,3265,1190,3616,3383,1760
1384,-25704.15648845445,-25704.15648845445,-51408.3129769089,0.7375555077962713,-4.461899987152444,0.055234680391554596,161937.9435458722,3758,3589,1412,3204,4044,1511
1385,-18658.53694471076,-18658.53694471076,-37317.07388942152,1.899978003333084,-3.316338029611104,0.05514463432225615,161865.60778853457,3011,4502,1246,3996,2957,1806
1386,-26579.71774504336,-26579.71774504336,-53159.43549008672,0.04674130454937151,-4.443508215007821,0.05514322357715767,163288.36888175798,3758,3702,1299,3649,2973,2137
1387,-23536.62327965204,-23536.62327965204,-47073.24655930408,0.8552619857383582,-3.510746819141021,0.055025145868668184,161806.33694660632,3676,3954,1129,3666,3262,1831
1388,-22021.47909309404,-22021.47909309404,-44042.95818618808,0.5881322235104264,-3.8757995128219327,0.05486998650608053,161561.39349823137,3378,3848,1533,3647,3199,1913
1389,-23865.13874946523,-23865.13874946523,-47730.27749893046,0.28711937384599834,-4.564767361512363,0.05524896666967095,162111.2195852654,3928,3514,1317,3594,3339,1826
1390,-27822.157982081586,-27822.157982081586,-55644.31596416317,0.11306534500482739,-5.116181977091826,0.0549266311277204,161334.0359088423,3762,3573,1424,3864,3035,1860
1391,-25683.197355536897,-25683.197355536897,-51366.39471107379,0.11136276986392969,-5.247813204690979,0.05502312896660624,161695.64574077228,3456,4055,1248,3674,3454,1631
1392,-25701.98332258876,-25701.98332258876,-51403.96664517752,0.33471085720275323,-4.673022448707093,0.054892356733055196,161585.85128015222,4176,3315,1268,4223,2863,1673
1393,-25560.606177820395,-25560.606177820395,-51121.21235564079,-0.4838151653357177,-5.819189328931519,0.055230405537735144,162038.37190234245,4807,2670,1282,3319,3426,2014
1394,-24274.28562962373,-24274.28562962373,-48548.57125924746,0.26142853949889994,-5.286506581673264,0.054932187761684355,162250.88636351432,4184,3231,1344,3527,3298,1934
1395,-22206.82175432666,-22206.82175432666,-44413.64350865332,-0.6227699858509915,-5.377861712163694,0.055173346545006594,163267.8158912829,4023,3341,1395,3319,3454,1986
1396,-23953.844598315944,-23953.844598315944,-47907.68919663189,-0.9675105375450848,-5.157539748483346,0.0551680604607181,162508.44409187968,4647,3013,1099,3582,3353,1824
1397,-25608.360930841358,-25608.360930841358,-51216.721861682716,-0.32855518858130545,-5.053952234506821,0.054753963908857124,161428.89498957174,3780,3670,1309,4364,2532,1863
1398,-24547.974277033576,-24547.974277033576,-49095.94855406715,-0.19543891790145385,-5.085010758846195,0.05492832994893307,162328.0938714142,4129,3268,1362,3328,3380,2051
1399,-19206.939226478975,-19206.939226478975,-38413.87845295795,1.1517582496682597,-3.273667735525425,0.054918000159121946,161392.03700514964,3147,4452,1160,3835,3265,1659
1400,-20669.766098554926,-20669.766098554926,-41339.53219710985,-0.07908091908717403,-4.18166886354553,0.05503656888102836,162298.7955674885,3782,3662,1315,3923,2708,2128
1401,-29424.408725718116,-29424.408725718116,-58848.81745143623,0.01138475336664912,-5.178624462214458,0.055077870268889384,163335.88152972487,3565,3742,1452,3547,3128,2084
1402,-26778.858048777198,-26778.858048777198,-53557.716097554396,0.5715512062064859,-4.939480897405489,0.05499810884578351,162284.15520157682,3953,3648,1158,3436,3563,1760
1403,-21939.577055860125,-21939.577055860125,-43879.15411172025,0.6573653281223271,-4.298554165662702,0.05502980409151494,162560.97117979097,3566,3946,1247,3783,2991,1985
1404,-22489.219560331105,-22489.219560331105,-44978.43912066221,0.5968629106835576,-3.116702774571924,0.05519080581157431,162287.51127320953,4190,3363,1206,3162,3548,2049
1405,-14903.474396058213,-14903.474396058213,-29806.948792116425,0.6948636648332268,-3.1446811536759163,0.05520899543490275,162151.78189570614,3088,4412,1259,3641,3373,1745
1406,-20654.211534220583,-20654.211534220583,-41308.42306844117,-0.07314493712585346,-3.912287553946623,0.05495504122966795,161972.10392747383,3762,3774,1223,3680,3172,1907
1407,-23057.148829327954,-23057.148829327954,-46114.29765865591,0.6251846804088286,-3.725594971399837,0.05499662377788666,162185.03757673543,3998,3701,1060,4290,2565,1904
1408,-24031.252375825796,-24031.252375825796,-48062.50475165159,1.0008545935822915,-3.4055907778858425,0.0549530567317669,161735.1255870783,3064,4588,1107,3952,2947,1860
1409,-24783.153901101006,-24783.153901101006,-49566.30780220201,0.6957388396903679,-3.970975680864533,0.05494729952143128,161233.3201372463,3675,3727,1357,4603,2446,1710
1410,-24575.525751121808,-24575.525751121808,-49151.051502243616,0.838362045956489,-4.225462977155109,0.055000972945735305,162169.97801471665,3638,3848,1273,3805,3090,1864
1411,-15937.04060879524,-15937.04060879524,-31874.08121759048,1.0275248998519484,-2.39666288005846,0.055117454621934854,162579.12905649934,4578,2994,1187,2904,3978,1877
1412,-16327.425610771536,-16327.425610771536,-32654.85122154307,0.9192149095359293,-3.003311858087905,0.054826458822584564,162563.54481433684,4394,3208,1157,3899,2937,1923
1413,-23998.85999932248,-23998.85999932248,-47997.71999864496,1.621685976094807,-3.514943835472253,0.05489611282620469,161304.0881451324,4000,3593,1166,4240,2882,1637
1414,-21255.976681681306,-21255.976681681306,-42511.95336336261,0.9778915607438793,-4.482544921647145,0.05512452417615327,162299.54999442177,3900,3514,1345,3494,3506,1759
1415,-18486.570311788142,-18486.570311788142,-36973.140623576284,1.2180771689660368,-3.675158545412624,0.05485479417363912,160641.25972525313,3151,4315,1293,4078,3279,1402
1416,-30494.104608107107,-30494.104608107107,-60988.209216214214,-0.19311096680626386,-4.632396854767566,0.05501055754115245,162365.11802092002,4887,2746,1126,3639,3097,2023
1417,-26416.217488346756,-26416.217488346756,-52832.43497669351,0.4231667806223191,-5.128951960298344,0.05500531910487791,162586.97560553375,3457,4024,1278,3354,3373,2032
1418,-25393.11428215099,-25393.11428215099,-50786.22856430198,0.6065682784443882,-4.410755621844247,0.054904734012900205,161790.4912182379,4061,3365,1333,3321,3761,1677
1419,-25555.804413723024,-25555.804413723024,-51111.60882744605,0.49894191016826117,-4.509713290357519,0.05504149704384613,162380.23030249667,3391,4037,1331,3352,3552,1855
1420,-19120.45771443387,-19120.45771443387,-38240.91542886774,0.8704970733538681,-3.736614478780014,0.055213157488484446,162874.47797767064,2360,5156,1243,3407,3424,1928
1421,-20771.65863724628,-20771.65863724628,-41543.31727449256,0.9650072317473157,-4.552175018804636,0.055063133484762224,162343.44110638477,3953,3500,1306,3309,3460,1990
1422,-17682.827189586664,-17682.827189586664,-35365.65437917333,1.223122591834664,-3.143480728478742,0.05486467663559417,160825.32424483908,4522,3214,1023,3878,3298,1583
1423,-19538.55003245202,-19538.55003245202,-39077.10006490404,0.5465196348988269,-3.8380347337350837,0.054821836811209786,161197.02520017073,5016,2659,1084,4210,2742,1807
1424,-24180.944241785004,-24180.944241785004,-48361.88848357001,0.33055442883954794,-4.764423860302971,0.05510256114173732,162199.51255491612,4572,2824,1363,3806,2922,2031
1425,-12755.032816745765,-12755.032816745765,-25510.06563349153,0.8164779463682309,-2.080317602910378,0.05490834545147267,161033.6100033761,4323,3359,1077,3952,3043,1764
1426,-23518.82886547315,-23518.82886547315,-47037.6577309463,1.6479802457606687,-4.242957891847147,0.054720151839829874,161957.5893339778,3678,3916,1165,3986,2979,1794
1427,-21038.933423934057,-21038.933423934057,-42077.866847868114,0.29559467631733005,-4.350068974855334,0.05479812763293757,161219.7462344786,4293,3043,1423,4278,2444,2037
1428,-26150.277333891325,-26150.277333891325,-52300.55466778265,1.069943996351861,-3.777176417846659,0.05487083128772908,161574.90102340214,3505,3852,1402,3377,3520,1862
1429,-18012.582481297468,-18012.582481297468,-36025.164962594936,1.2591171682313913,-3.8327624257729025,0.0548819359112289,160571.65527298208,3472,4046,1241,3803,3422,1534
1430,-19507.999092203052,-19507.999092203052,-39015.998184406104,1.2319656929582266,-2.889309785004999,0.05492415155792327,161844.2033606521,2887,4776,1096,4109,2947,1703
1431,-19088.991137637197,-19088.991137637197,-38177.98227527439,1.1686726789024513,-3.1391753565649285,0.05499716221392038,162091.15029539994,2927,4729,1103,3555,3547,1657
1432,-24333.742689825758,-24333.742689825758,-48667.485379651516,0.5823074863448606,-5.0042552742699415,0.05490576167929792,162981.39013754317,3396,4218,1145,3690,3057,2012
1433,-22710.777068779542,-22710.777068779542,-45421.554137559084,1.5580589994621505,-3.9629759538942553,0.055122342614057164,161389.84728983254,3861,3732,1166,3799,3370,1590
1434,-22426.0425669297,-22426.0425669297,-44852.0851338594,0.2999346857037369,-6.58065251109052,0.055053337128492995,161081.60149109561,4343,3279,1137,3571,3553,1635
1435,-17190.749870540414,-17190.749870540414,-34381.49974108083,-0.35442902092766115,-3.7965259616960063,0.05497062234272692,162003.7829158901,4133,3464,1162,4274,2535,1950
1436,-23485.13099711211,-23485.13099711211,-46970.26199422422,0.08746014950709378,-5.137667941077347,0.05512842581467646,161943.28280144875,4035,3532,1192,3603,3368,1788
